sig_id,cp_type,cp_time,cp_dose,g-0,g-1,g-2,g-3,g-4,g-5,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7
id_01b1c6ab8,trt_cp,72,D1,0.0417,0.3026,-0.4291,0.3054,-0.5697,0.2174,-0.8519,-1.573,-0.9048,-0.4943,-0.1427,0.0283,-0.6194,-1.092
id_01b2f93ae,trt_cp,24,D1,0.2407,-1.042,1.882,-0.3781,0.1822,0.2623,-0.2462,-0.0186,-0.1456,-0.0258,0.4933,0.1435,0.8821,0.5966
id_01b3f1a27,trt_cp,24,D2,-0.1467,-0.2808,1.266,-0.2189,-0.1089,-1.793,-0.8869,-0.1343,-0.5224,0.0851,0.8602,0.5685,-0.0229,-0.2212
id_01b44b61f,trt_cp,48,D2,-0.3372,-1.138,-1.922,-0.0878,-0.1308,-0.4615,-0.4425,0.7659,0.6053,0.1835,0.1148,0.1391,0.6756,-0.1186
id_01b5073a7,trt_cp,48,D1,-0.728,0.635,-0.0751,-0.809,-1.257,0.9376,0.1071,-0.2588,0.0586,0.0744,-1.532,-1.008,0.3129,-0.337
id_01b5f3aea,trt_cp,72,D2,0.2519,0.6211,0.5326,1.228,0.1482,-0.0619,-0.3458,-0.5385,0.1873,-0.1981,-0.5295,-0.277,-0.1936,0.35
id_01b6623ce,trt_cp,24,D1,-0.0197,0.8614,0.2926,-0.2826,2.711,-0.3101,-0.421,0.3485,0.0303,-0.0739,-0.3494,0.7681,-1.719,-0.0136
id_01b6efc7f,trt_cp,72,D2,0.2228,-0.2573,1.624,-0.4694,0.1627,-1.33,-1.038,-0.573,0.7661,0.79,-0.4653,0.002,0.4038,0.0911
id_01bbbbcaa,trt_cp,24,D1,-0.1995,0.5038,0.7072,0.2024,-0.0849,-1.656,-1.211,0.2638,0.2992,0.3333,0.1521,0.1683,0.2562,0.0585
id_01befe536,trt_cp,48,D2,0.6213,-0.9263,0.5034,2.172,0.1557,1.953,0.0343,-2.902,-2.602,0.852,-3.924,-0.4339,-4.131,-1.689
id_01c5c9827,trt_cp,48,D1,-0.0546,0.6417,-0.8379,-0.4593,0.0824,0.5326,-0.7947,-0.3508,-1.248,0.3081,-0.9056,-0.8999,-0.126,-2.23
id_01c5e202c,trt_cp,72,D2,0.0934,0.5635,1.164,-0.1969,0.132,0.901,-0.2215,-0.82,0.8347,-0.5856,-1.04,-0.4411,0.1634,-0.6224
id_01c65d875,ctl_vehicle,24,D2,0.2039,-0.5514,0.4358,0.9672,-2.601,-1.268,-0.0319,0.2747,-0.5272,0.2699,0.106,0.9209,-0.1102,-0.1744
id_01c720273,trt_cp,48,D2,-0.9604,0.1641,2.256,0.6304,0.0058,0.2473,-0.3213,0.4176,0.4673,0.7197,0.5535,0.8865,-0.167,0.4123
id_01cb69424,ctl_vehicle,48,D2,0.3121,0.2786,-0.7217,0.6381,-1.165,-0.4794,1.573,0.1763,0.1884,-0.1262,0.3048,-0.2844,-0.1127,0.7137
id_01d1797b9,trt_cp,48,D2,-0.684,-0.1766,-0.8288,0.7158,0.0568,0.5229,-0.5148,0.3239,0.4304,0.4325,0.2053,0.4402,0.2868,0.3694
id_01d1e527e,trt_cp,48,D1,-0.7138,-0.1127,0.5573,0.0232,-0.6265,0.1037,0.5201,0.1747,-0.9495,0.6394,0.3424,0.2428,-0.1414,-0.1411
id_01d50787a,trt_cp,48,D1,-0.3711,-1.321,-0.1962,0.3002,-0.175,0.8498,0.1625,0.6832,0.1642,0.1937,0.6406,-0.5388,0.3868,0.5318
id_01d6bfb4b,trt_cp,48,D1,1.482,-1.094,0.268,-0.6962,-0.8838,-0.2534,-0.6094,-0.7521,0.1621,-0.4254,0.2701,-0.358,-0.6927,0.0956
id_01d945f63,trt_cp,72,D1,-0.219,-0.7437,0.7617,0.8302,-0.3728,0.0355,1.096,-0.3839,-0.5357,-0.4325,-0.1116,0.0394,0.2412,-0.2759
id_01df54942,ctl_vehicle,48,D2,-0.2693,0.5933,0.6234,0.1391,-0.9349,-0.6229,-0.2376,0.2582,0.9532,-0.5485,0.1213,0.9342,0.0495,-0.1724
id_01e740d5f,ctl_vehicle,72,D2,0.7344,-0.9526,-1.75,-0.6565,1.317,1.245,-0.5358,-0.3583,-0.1656,-0.4672,0.5108,1.805,0.8529,0.2541
id_01e746d96,trt_cp,72,D2,-0.9614,-0.4224,-1.462,0,-0.4601,-1.701,0.8867,0.5094,0.57,-0.7519,-0.0211,0.0965,1.11,-0.3042
id_01e7ece50,trt_cp,48,D1,2.891,0.581,-0.6697,3.254,0.3011,2.421,1.209,1.374,0.9938,0.0078,-0.8113,0.1717,-0.1237,-1.304
id_01e84e099,trt_cp,24,D2,-0.8242,-0.7993,0.7042,0.564,-1.146,-0.2596,0.3267,0.517,-0.5371,-0.7227,-0.4673,0.0304,-0.2192,-0.0382
id_01f054954,trt_cp,48,D1,-1.557,0.6754,-0.4119,0.7788,0.8899,-0.3185,0.9194,0.396,0.3376,0.8677,0.6489,0.0799,1.173,0.497
id_01f1c58a2,ctl_vehicle,72,D1,1.122,0.7841,-0.4374,-0.0314,-0.413,0.5947,-0.2382,0.3615,0.3616,0.2969,0.0712,0.03,-0.5294,0.8145
id_01f2bd826,trt_cp,72,D1,-0.0971,-0.4713,0.4866,-0.0301,-0.2699,2.722,0.6329,-0.3421,0.3887,-0.0541,0.4047,0.2805,0.3063,-0.248
id_01f3ec600,trt_cp,48,D2,-0.4664,-0.8181,0.9225,0.2492,0.5932,-0.2893,0.0908,0.4381,1.268,0.5103,0.5731,-0.1232,-0.2126,0.2644
id_01f476574,trt_cp,24,D1,-0.6569,-0.336,0.6805,0.6712,-0.4352,0.0596,0.1915,0.2415,-0.0869,0.1985,-0.107,0.0585,0.2592,0.2731
id_01fa77927,trt_cp,72,D1,-1.044,0.7214,-0.0746,-0.2414,-0.6669,-0.6557,0.7411,0.3881,-0.6217,0.397,0.3553,-0.2692,0.0229,1.074
id_01fc89a5a,trt_cp,24,D2,-0.3997,0.4002,0.1516,-0.2281,-0.2612,0.2557,0.286,0.3637,0.3869,-0.1379,0.4827,1.217,0.2852,-0.4951
id_0202d08e5,trt_cp,48,D2,0.0289,0.1316,0.1312,-0.7999,-0.2354,-2.158,-0.8862,-1.413,-1.857,-1.321,-1.766,-1.331,-1.872,-1.599
id_0203a4cf8,trt_cp,72,D2,-0.4192,-0.5045,0.008,-0.4051,0.1367,-4.851,0.3068,-1.254,-0.1187,0.3215,-0.3923,-0.747,-0.0538,-0.0764
id_02047dd63,ctl_vehicle,72,D2,-0.7276,0.514,-0.0387,-0.4211,1.084,-0.2481,0.555,0.2217,0.7056,0.1999,0.7242,0.4173,-0.129,1.871
id_02058f39b,trt_cp,72,D1,-0.3493,0.3807,-0.4811,-0.5106,-0.2431,-0.8243,-0.0827,0.1788,0.5038,0.0096,-0.1146,-0.283,0.3054,-1.203
id_02088f9bb,trt_cp,24,D1,1.679,1.153,-1.251,1.707,1.38,-0.1998,2.732,2.179,1.621,1.135,2.341,1.211,1.819,1.076
id_020ba48d9,ctl_vehicle,48,D1,0.8094,-0.3339,1.113,-0.4192,0.4545,-0.4771,-1.103,-0.2139,-0.6974,-0.1122,0.1653,-0.8522,0.1019,-0.3398
id_020c2527f,trt_cp,24,D1,1.053,-0.7551,-0.3903,0.0162,-1.063,-0.187,0.5842,-0.2284,0.1542,-0.2736,0.3122,-1.901,-0.4865,0.5001
id_020e66e33,trt_cp,72,D2,-1.225,-1.086,-1.536,-1.362,0.142,0.2365,-0.799,0.2731,0.5919,-1.265,-0.6736,-1.053,0.203,-0.0258
id_0210cba6a,trt_cp,48,D2,-0.4949,-0.4313,-0.9074,0.3616,0.3812,-3.78,0.2905,-0.5219,0.0463,-0.691,0.0073,-0.5071,0.3203,0.2822
id_021136b7d,trt_cp,24,D1,-0.1173,0.0786,0.4165,-0.8586,0.2887,-0.2764,0.6682,-0.6115,-0.5889,0.5885,-0.7073,-0.0601,-0.2758,-0.0133
id_02113de68,trt_cp,24,D1,-0.1355,-1.007,-0.2351,-0.1194,0.4622,0.5622,-1.148,-0.589,-0.2631,-1.083,0.5786,-0.3783,-1.185,-0.6716
id_02137cac4,trt_cp,72,D2,1.064,0.4926,-1.2,-0.8149,1.362,-3.992,-0.1129,-0.2308,0.7233,0.5015,0.2413,-0.1896,-0.3543,-0.7456
id_021516fa7,trt_cp,48,D1,0.3204,-0.0772,0.382,1.076,-0.8025,-0.0708,0.8073,1.493,1.157,0.3113,-0.0394,0.5907,-0.0574,0.0459
id_021559549,trt_cp,48,D2,0.4457,-0.3131,0.0693,-0.9412,-0.5964,-1.041,-0.1303,-1.194,-1.18,0.4827,-0.6734,-1.018,-1.072,0.4638
id_0218bcb2f,trt_cp,72,D1,0.5261,0.4501,1.186,-0.2543,0.1343,0.9736,0.5918,-1.05,-0.2388,-0.2609,0.2683,0.2394,0.8432,-1.166
id_021d658ac,trt_cp,48,D2,-0.7023,0.4015,-0.6463,0.8902,0.1429,-2.434,-0.4209,-0.533,0.0187,0.3702,0.5767,0.3764,0.0798,-0.1052
id_021dc1d49,trt_cp,72,D2,0.3355,0.9667,0.466,-0.7763,-0.1346,0.0415,-0.3924,0.6673,0.6402,0.6305,-0.8226,0.3961,0.6971,0.4373
id_021fd592f,ctl_vehicle,24,D1,-1.094,-0.4148,0.5084,0.1086,-2.272,-0.2781,0.5182,-0.2078,0.2728,-0.4164,0.0533,0.5264,-0.7177,-0.4665
id_02210c40e,trt_cp,72,D2,-0.9728,-0.0314,0.6591,3.026,-0.3841,0.5654,-0.2693,2.127,0.5895,-0.7747,1.221,-0.3174,-0.6007,0.6931
id_02221530e,trt_cp,48,D1,-0.0584,-0.338,-0.9186,0.5787,0.5093,0.49,0.1868,0.5997,0.63,0.5248,0.6682,0.3311,0.1649,-0.0059
id_022558d3e,trt_cp,24,D1,-0.1167,-0.0873,0.301,-1.012,-0.0442,-0.3871,-0.2333,0.0934,-0.2869,-0.3804,-0.2111,-0.4719,-0.5898,-1.207
id_0227c6599,trt_cp,48,D1,0.875,0.543,-0.456,0.3521,0.3816,0.9729,-0.7081,-0.5698,0.0498,0.1739,0.3028,-0.4193,-0.9497,-0.6796
id_02291b0ea,trt_cp,72,D2,0.5769,0.9085,-2.206,-0.1078,1.625,-0.3789,0.4763,-0.4151,-0.7455,-0.261,-0.3992,0.65,0.3202,0.3782
id_022a1f85a,trt_cp,24,D2,-0.6205,-0.6656,-0.1998,0.5189,-0.7786,-0.3899,-0.1738,0.4927,0.5675,0.1334,0.0843,-0.4003,0.5305,0.3178
id_022ab81bd,trt_cp,24,D1,-0.4996,-1.487,-0.9169,1.911,0.0638,-3.266,0.5406,-0.2077,0.1212,1.228,-0.182,-0.5241,0.176,-0.1999
id_022df136b,trt_cp,48,D1,-0.847,-0.0377,0.6806,0.0679,-0.841,0.3517,0.1741,0.5048,0.1354,0.3182,-0.6109,0.6364,0.0641,0.1815
id_023316930,trt_cp,48,D1,-0.0181,0.5372,0.182,0.5697,-0.9613,0.6129,0.2325,-0.9798,-0.4756,0.2084,0.069,-0.6055,-1.526,0.4228
id_02331a1f5,trt_cp,72,D1,-0.1905,0.0882,-0.9369,-0.4253,-0.2505,0.6805,-0.589,-0.2865,-0.3863,0.9476,-0.6391,-1.735,-0.8819,-0.5991
id_0236e3425,trt_cp,72,D1,3.612,-1.713,0.0313,-1.736,3.355,-1.704,-9.885,-9.262,-9.885,-9.885,-9.885,-8.619,-9.885,-8.21
id_02371db3b,trt_cp,48,D1,-0.002,0.5439,0.5009,0.1764,1.983,0.4019,-0.2765,-0.2127,-0.4422,-0.6149,0.0961,-0.2027,-0.74,-0.1749
id_023973212,trt_cp,24,D1,0.4037,-1.313,0.2283,-0.0995,0.9264,-0.6814,-0.2117,-0.2483,0.3499,-0.1995,0.5689,-0.321,-1.112,-0.2367
id_0239a6604,trt_cp,72,D2,-0.604,-0.6536,0.7384,-0.1933,-0.8683,0.3603,-0.7709,-0.1773,0.6455,0.4254,-0.6176,0.272,-0.0862,0.2417
id_023bd0a50,trt_cp,72,D1,0.2835,0.2693,0.1532,0.7344,0.199,-0.7545,-0.2306,0.2782,0.3227,-0.4075,-0.0078,0.5002,0.6369,-0.5234
id_023d26b33,trt_cp,72,D1,0.1335,-1.824,-0.8798,0.6821,0.2188,1.101,-0.2079,0.7189,0.4062,-0.1583,0.1993,0.7545,0.6713,0.4519
id_0241f1f99,trt_cp,48,D1,0.9226,0.5694,0.3146,-0.2395,1.176,-0.4946,0.0413,-0.45,-0.0571,-0.1739,-0.218,-0.0764,0.1405,-0.9336
id_024629df9,trt_cp,24,D1,-0.545,-0.9986,-0.3809,-0.2526,-0.5311,-0.554,-0.3864,-0.0372,-0.525,0.206,-0.4055,0.3558,-0.6317,-0.5171
id_02485b4ba,trt_cp,72,D2,-0.0427,0.6739,0.0089,0.4617,0.368,0.5012,-1.16,0.4844,-0.4852,0.2313,0.8883,-0.1411,0.0896,-0.948
id_024a52260,trt_cp,24,D2,2.119,0.1098,1.104,5.062,-0.7427,-0.3564,-3.966,-7.725,-6.205,-4.393,-7.28,-5.025,-9.567,-3.794
id_024e15575,trt_cp,24,D1,-0.3575,-2.847,1.326,0.0954,1.266,2.455,-0.0677,-0.196,-1.443,0.161,0.0686,-0.05,0.1866,-0.4054
id_024f6faa6,trt_cp,24,D2,3.52,-0.052,1.44,0.9125,0.4176,0.1148,0.2116,-0.6132,-0.1469,-1.857,0.2458,0.6602,0.0278,0.9137
id_025195b8c,trt_cp,24,D1,0.8171,-0.9504,0.1964,0.322,3.164,0.2229,0.341,-0.8837,0.7343,-1.008,1.104,0.7828,-0.633,-2.038
id_025280178,trt_cp,48,D1,0.1609,-0.5698,0.0309,-0.313,0.0418,-0.1226,0.1783,-0.1166,-0.6937,-0.3282,-0.5313,-0.3365,-0.7578,-1.062
id_0253eabda,trt_cp,72,D1,-0.6123,-1.182,1.374,0.7153,0.2427,-0.4184,0.2359,-0.1631,0.1837,0.4485,0.39,-0.5631,-0.6386,-0.4932
id_02547851c,trt_cp,48,D1,0.3221,0.0735,0.3327,-0.1461,-0.8587,-0.7661,-0.7449,1.148,-0.6073,1.137,0.9052,0.0257,1.069,0.7329
id_02567e372,trt_cp,72,D1,-1.816,-0.73,-0.2522,-0.9696,0.2272,-2.471,-4.561,-4.383,-5.305,-4.02,-6.797,-4.047,-4.353,-4.332
id_0256f3535,trt_cp,24,D2,-1.317,-0.9034,1.628,-0.0594,-0.7177,0.3033,0.6673,0.0757,0.1924,-1.312,-0.4977,-0.1796,0.145,0.1702
id_02573df9e,trt_cp,48,D2,-0.4263,0.8043,0.0515,-0.2025,-0.0325,0.4502,0.1685,-0.402,-0.0267,-0.209,0.5729,-0.3553,0.8652,0.5756
id_025764b09,trt_cp,24,D2,-0.783,-0.0894,-0.2445,-0.1216,-0.8991,-0.3722,0.2484,-0.7778,0.1038,-0.1393,-0.7175,0.7905,-0.4929,0.2115
id_0259d5047,trt_cp,24,D2,2.93,0.711,0.3064,2.659,-0.109,-0.5435,-0.2673,-1.772,0.1018,-1.158,-0.7649,-1.486,-3.313,0.0722
id_0263807a7,trt_cp,24,D2,1.491,-0.7732,0.6812,-1.125,-0.4974,-0.3821,0.1765,-0.0947,-0.4785,-1.721,-0.7865,-0.6199,-1.139,0.0268
id_026459674,trt_cp,24,D1,-0.6802,-1.356,-0.3072,-0.4565,-0.0859,0.5696,-0.4969,0.4977,-0.0289,1.008,-0.8259,-0.7807,-0.2857,-0.1843
id_026a80642,trt_cp,24,D1,-0.6456,-0.4081,-0.3205,0.7041,0.6559,5.228,-0.0838,-1.125,-1.391,0.6761,-1.189,-0.185,-2.701,-0.5958
id_026ccd84a,trt_cp,24,D1,-1.057,0.4888,0.1066,0.574,0.1596,0.2222,0.0204,-0.0413,-0.3805,-0.8971,0.9664,-0.9564,-0.2371,0.7538
id_026ecf01e,trt_cp,48,D1,1.407,0.4332,0.2056,0.3477,0.6809,0.2494,0.9449,0.883,0.5016,-0.3552,0.3158,0.2745,0.2645,-0.0435
id_027496360,trt_cp,72,D2,-0.134,0.3848,-2.481,-1.071,0.8638,-0.2625,-0.9376,0.0508,-0.4957,0.5616,-0.3388,0.5326,0.3099,-0.2066
id_02758a23e,trt_cp,72,D1,2.825,-1.278,0.1994,0.1683,-1.466,0.2878,0.0592,1.371,0.1278,-0.2905,-1.411,-1.094,-7.419,-0.3183
id_0275dcc10,trt_cp,24,D1,0.2011,1.052,-0.1198,0.0232,0.6173,-0.4359,0.2932,1.355,-0.1717,0.4984,-0.0108,0.0052,0.7033,-0.2395
id_0276dba27,trt_cp,24,D2,0.1568,-0.1469,1.891,0.1952,0.389,1.095,-0.0037,0.0338,0.6446,0.8498,0.0576,0.1975,-1.204,-0.2029
id_0279a7232,trt_cp,24,D2,-0.2618,-0.4862,-0.479,-0.7459,0.0008,-0.1095,-0.0901,0.4823,-0.2983,0.5368,0.8647,0.8383,-0.4154,0.419
id_0279e8025,trt_cp,24,D2,-1.217,-1.066,-0.2248,1.701,0.4448,0.5106,0.7159,-0.2779,0.0953,1.122,0.2618,0.4316,0.7528,0.9011
id_027ddd814,trt_cp,48,D1,0.5746,1.227,-0.6961,0.0141,0.6327,2.312,-0.3648,-0.2944,0.2165,0.2009,0.3815,-0.5403,0.2717,-0.1885
id_028115571,trt_cp,24,D2,2.849,-0.235,-0.2828,-0.7262,0.3971,-1.634,1.461,0.4612,-0.2303,-0.1796,1.381,0.3646,0.8575,-0.7619
id_0285c7eb7,trt_cp,24,D2,0.7227,0.7007,-0.8096,-0.5957,0.1205,0.5666,-0.9662,0.2927,-0.5441,-0.511,0.529,0.5289,-0.0262,0.5184
id_028638ca1,trt_cp,72,D2,0.0669,0.1838,-1.077,0.1815,-0.5105,0.5068,0.2487,0.0229,-1.714,-0.1838,1.261,0.0612,-0.8609,0.2864
id_028aa6774,trt_cp,48,D2,0.0027,1.284,-0.4172,-1.222,0.8062,0.6378,-0.1752,-0.4597,-0.5822,0.5143,-0.1619,0.2006,-0.1121,0.2004
id_028b6d60d,trt_cp,48,D1,6.783,-0.0079,1.178,1.253,2.956,-0.5525,-9.753,-9.056,-9.753,-8.724,-9.753,-9.576,-9.753,-5.917
id_028e3e413,trt_cp,24,D1,0.8868,-1.165,-0.9354,1.181,-1.41,0.511,-0.4181,-0.3691,1.353,0.3649,0.4275,0.471,0.5795,0.457
id_028f92703,trt_cp,72,D2,-0.0568,0.6579,0.4403,1.242,0.7652,-2.497,-0.5043,0.2713,-0.3583,-0.5237,0.0232,0.8248,0.6125,0.3302
id_0290cfd3b,trt_cp,48,D1,6.812,1.816,0.8443,1.212,3.38,-0.4263,-6.021,-5.813,-8.491,-6.249,-7.265,-7.357,-9.461,-4.017
id_02922b4ab,trt_cp,48,D1,0.8603,-0.9086,0.391,0.948,1.705,1.401,0.7583,0.5877,-0.1917,0.7069,0.7377,0.3873,-0.1562,-0.2431
id_02945c933,trt_cp,48,D1,2.391,-0.0442,-0.0665,0.1629,-0.8641,-1.664,0.2759,0.5912,0.2516,0.8612,-0.4571,1.645,0.5533,1.464
id_02973bcb5,trt_cp,48,D1,0.2723,0.9656,-0.644,0.5406,1.315,1.457,-0.1868,0.7314,-0.7575,-0.7756,-0.9255,0.322,0.6724,-0.0903
id_029833ce8,trt_cp,48,D1,-0.7573,0.0311,0.0269,0.6558,1.192,0.5639,0.1403,-0.1284,0.9687,0.1024,0.6788,0.6795,0.6059,0.3856
id_0299389e5,trt_cp,72,D1,-0.9047,0.3009,-0.6937,-0.0948,1.141,-0.0194,1.055,0.4589,-0.0931,0.5706,1.021,0.3294,0.4863,1.263
id_029cae7c4,trt_cp,48,D2,0.7131,0.9815,0.083,3.011,-0.1485,0.4396,2.109,1.722,0.7297,0.2329,-0.2409,-0.3915,0.433,0.3579
id_02a2dee60,trt_cp,24,D1,-0.2388,-1.764,2.77,1.506,2.44,-0.0756,-0.4483,0.5154,-0.0512,0.8629,-0.0278,0.1923,-0.3023,-0.7553
id_02a5e52d3,trt_cp,24,D1,-0.1072,0.9886,-0.464,0.1856,-0.8654,0.0621,0.5116,-0.7726,0.2222,-0.9614,0.28,1.089,0.4634,0.7564
id_02a82c5dd,trt_cp,48,D2,-0.1443,0.6583,-0.2139,-0.4695,0.0849,0.7907,-0.7142,0.3032,-0.1556,0.0204,0.0688,-0.2433,0.3013,0.1444
id_02a8ee101,trt_cp,72,D2,-0.6636,-0.7864,-1.571,0.2934,0.0633,-2.144,1.061,0.3178,0.2558,-0.4287,0.888,-0.7085,0.4498,0.2293
id_02aa7e9b8,trt_cp,24,D1,-0.462,-0.9665,3.156,-0.2043,-0.0389,0.1385,-0.3097,-0.4926,-0.3741,-1.621,-0.3826,-0.6494,-0.3855,0.6067
id_02ae0e8cf,trt_cp,24,D1,0.7201,0.289,-0.4195,1.046,0.1956,-0.0039,0.2576,0.5558,-1.123,0.3447,-0.5088,-0.0536,-0.2429,-0.534
id_02b02aaed,trt_cp,48,D1,0.3203,-0.7749,0.4191,0.427,0.1221,-0.3503,-0.4023,-0.324,-0.3531,-0.6101,-0.3539,-0.3033,-0.2342,-0.4646
id_02b0430ff,trt_cp,48,D1,0.3247,-0.3353,0.3932,1.205,-0.534,-1.9,-0.3737,-0.4968,-0.5771,-0.1934,-1.551,-0.792,-0.3384,-0.0277
id_02b157b78,trt_cp,72,D1,-0.7436,-1.464,-0.0135,0.5462,-0.4022,-0.5617,0.954,0.3538,0.5516,-0.3956,0.8477,0.5644,1.384,1.007
id_02b2fc262,trt_cp,48,D2,-0.4644,1.276,-0.7654,-0.9693,-0.0803,-0.2206,0.2213,0.0325,0.2152,0.1988,0.4639,-0.0203,1.266,-0.1458
id_02b333e98,trt_cp,24,D1,-1.4,-2.348,-0.1615,0.3537,0.459,1.537,-0.4555,0.4608,-0.2056,-0.0705,1.229,1.246,0.4441,0.5187
id_02bc5cb63,trt_cp,24,D2,0.8344,0.1547,0.5935,-0.5461,0.3263,0.6257,-0.5383,-0.3104,-0.4833,0.23,-0.732,0.7971,-0.7992,-0.1213
id_02c417942,trt_cp,24,D1,0.1208,-0.3137,-1.039,0.9754,3.928,2.274,-0.3037,0.7936,-0.3015,-0.1363,0.3694,1.111,0.9125,0.6233
id_02c5a6aeb,trt_cp,48,D2,-0.8505,0.4712,-1.019,-0.0643,0.3158,-0.0922,-0.5706,-0.0428,-0.1263,0.5107,0.3352,0.0336,-0.8787,-0.0133
id_02c749b75,trt_cp,72,D2,-0.3864,0.9793,-0.1454,-0.135,-0.0542,0.187,-1.702,-1.318,-0.7167,-1.905,-1.117,-0.1306,-0.6889,0.4547
id_02c93b4a5,ctl_vehicle,48,D1,-0.0884,-1.541,0.5562,0.4661,-0.1683,0.9515,0.8072,0.6249,1.461,0.0676,1.145,1.366,0.7026,0.3243
id_02cb33e37,trt_cp,24,D1,0.1355,-0.5376,0.4883,-0.2932,0.3016,1.308,0.9452,1.243,0.4633,-0.5998,0.1607,0.9364,0.1353,0.9927
id_02d0b8a41,trt_cp,72,D1,0.6312,0.0076,-0.8306,-0.3207,0.9843,1.276,0.4014,-0.6957,-0.8831,-0.2025,-0.4618,-0.6826,-0.2113,0.3573
id_02d4fc86a,trt_cp,48,D2,0.1365,1.47,-0.398,-0.1234,-0.7173,-1.282,0.2971,0.1466,-0.5563,0.3635,-0.0871,-0.6777,0.5611,-2.216
id_02d9e7c10,trt_cp,48,D1,0.3295,-0.0338,-0.1082,0.2361,0.3589,-0.0437,0.581,-0.1816,0.175,0.0012,-0.0719,0.0441,-0.6206,-0.5789
id_02e412b06,trt_cp,48,D1,0.2157,-0.9384,-0.758,0.7601,-1.047,-0.4713,-0.1228,-0.554,0.3051,-0.2331,0.2409,-0.5615,-0.5863,-0.4846
id_02e87ef1b,trt_cp,24,D2,-0.2011,-0.7976,1.473,-0.314,0.1097,-0.2414,-0.5544,-1.173,1.215,0.1281,0.8538,0.1815,0.1707,0.6279
id_02e8f0488,trt_cp,48,D1,-0.4453,-0.5246,1.207,-0.5038,1.98,0.4926,0.5905,-0.1103,0.8572,0.3415,0.0554,-0.0671,0.3034,-0.7087
id_02e97862b,trt_cp,72,D1,-0.0294,1.316,-0.3298,-0.1609,0.0075,-1.888,-0.2112,-0.6439,-0.8331,-0.5095,-0.7555,-0.3057,-0.4672,-0.0651
id_02ea1d24d,trt_cp,72,D1,0.2764,0.3982,1.321,-0.0209,-0.0972,-2.219,-0.3853,-1.107,0.4751,-0.1538,0.3095,0.4083,0.5877,0.6275
id_02f107491,trt_cp,24,D2,-0.5911,0.4654,0.4496,-0.5569,-0.1921,-0.2879,0.1868,-1.43,-0.2144,-0.8488,0.0691,0.6929,-0.0724,-0.654
id_02f5e8e31,trt_cp,72,D1,-0.3815,0.5489,-1.674,-0.5547,-0.2231,0.7754,0.0828,-0.0615,-0.9423,-0.436,0.1382,0.1982,0.689,0.5997
id_02f75e527,trt_cp,24,D1,-1.968,-1.029,3.181,-1.056,0.19,-1.333,1.326,-0.3774,0.2813,0.6022,0.5326,-1.307,1.092,0.5093
id_02f8cc9c9,trt_cp,48,D1,0.0109,-0.3514,-0.3784,0.8365,1.186,1.964,-0.8346,0.8848,0.7039,-0.2484,1.129,-0.8596,0.7343,-0.1334
id_02f9e8511,trt_cp,24,D1,-0.2335,0.3925,0.5223,-0.1021,0.0312,0.4865,-0.4802,-1.209,-1.013,-0.4887,0.0335,-0.5388,-0.4588,-0.2274
id_02fbfc86c,trt_cp,24,D2,-1.168,0.251,1.765,0.5552,-0.8558,-1.28,-0.2775,0.5141,-0.1661,1.235,-0.4635,-1.267,-0.1229,-0.32
id_0300b2550,trt_cp,72,D1,0.496,0.52,0.5721,-0.0626,-0.6899,0.6291,0.0491,-0.1646,0.2343,-0.1728,0.1394,0.3604,0.3161,0.3529
id_0300c1f7a,trt_cp,48,D2,0.2742,-0.1915,-0.1179,1.107,0.1186,0.4676,0.2695,-0.2434,-0.466,0.9101,0.0653,0.2908,0.2555,-0.8803
id_03033f263,trt_cp,72,D1,3.005,-1.518,0.3803,-1.397,3.281,-4.996,-10,-10,-10,-9.563,-10,-10,-10,-6.378
id_03059e32e,trt_cp,24,D2,-1.233,-1.268,0.9883,0.6395,-1.901,1.315,-0.1243,1.059,-0.1841,-0.1232,0.4271,1.099,0.3265,0.457
id_03091bb82,trt_cp,72,D1,0.5076,0.8475,-0.148,-0.5096,0.2638,-0.3787,-0.1424,-0.0356,-0.763,-0.6391,-0.9562,-0.7636,-0.2918,0.2943
id_030afe714,trt_cp,48,D1,1.822,-0.0163,-0.6556,-0.5146,-0.164,0.8876,0.0009,0.4777,-0.8512,-0.9287,-1.486,-0.4802,-3.226,0.6429
id_030c91a99,trt_cp,24,D2,-0.1623,0.4205,-0.8101,-0.1416,-0.5226,0.6345,0.1376,0.4295,-0.5365,0.204,-0.1997,0.566,0.5721,0.0842
id_030e981da,trt_cp,72,D1,-0.4124,0.5788,-1.182,0.4691,-0.3137,1.749,0.5724,1.017,0.6626,1.193,0.6677,-0.1036,0.4737,0.5639
id_03137701c,trt_cp,24,D2,-1.372,-0.1245,1.118,-0.5404,-0.2274,-0.2217,-0.0166,0.6345,1.033,-0.0968,0.2119,-0.3622,0.8001,0.938
id_0314fab9c,trt_cp,24,D2,-0.2221,-0.0285,-0.6113,0.2589,-0.111,0.4806,-0.6505,1.319,0.8955,0.2087,0.7947,0.5932,0.1838,0.0863
id_0317f5a12,trt_cp,48,D1,0.1873,0.2048,-0.6512,-0.1791,-1.219,-0.2779,-0.1504,-0.5037,0.1198,0.5849,0.8397,-0.5395,0.8126,-0.1048
